NodeID,Latitude,Longitude,Neighbor1,Distance1,Neighbor2,Distance2,Neighbor3,Distance3,Neighbor4,Distance4,Neighbor5,Distance5,Neighbor6,Distance6
22940,19.9208427335,-76.9753712258,38943,11,42449,5,22939,4,22941,3,N/A,N/A,N/A,N/A
22941,19.9235029037,-76.9175378164,42449,3,22940,3,22942,2,N/A,N/A,N/A,N/A,N/A,N/A
22942,19.9255947107,-76.8765208339,22943,1,42449,2,22941,2,N/A,N/A,N/A,N/A,N/A,N/A
22943,19.9271435613,-76.8472765367,22944,1,40001,3,42449,3,22942,1,N/A,N/A,N/A,N/A
22944,19.9282561916,-76.82651783,22943,1,40001,2,22945,0,N/A,N/A,N/A,N/A,N/A,N/A
22945,19.9290508277,-76.8117130574,22944,0,40001,2,22946,0,N/A,N/A,N/A,N/A,N/A,N/A
22946,19.9296142784,-76.8011891761,39455,0,40001,1,22947,0,22945,0,N/A,N/A,N/A,N/A
22947,19.9300130962,-76.7937136899,39455,0,22946,0,22948,0,N/A,N/A,N/A,N/A,N/A,N/A
22948,19.9302962196,-76.7883885249,39455,0,22947,0,22949,0,N/A,N/A,N/A,N/A,N/A,N/A
22949,19.9304993364,-76.7845569796,39455,0,22948,0,22950,0,N/A,N/A,N/A,N/A,N/A,N/A
22950,19.9307112074,-76.7805491989,39455,0,42399,0,22951,0,22949,0,N/A,N/A,N/A,N/A
22951,19.9310073061,-76.7749285985,42399,0,22952,0,22950,0,N/A,N/A,N/A,N/A,N/A,N/A
22952,19.9314211563,-76.7670338105,42399,0,22951,0,22953,0,N/A,N/A,N/A,N/A,N/A,N/A
22953,19.931999222,-76.7559279571,42399,1,22952,0,22954,0,41908,2,N/A,N/A,N/A,N/A
22954,19.9328040964,-76.7403058566,22953,0,22955,1,41908,2,N/A,N/A,N/A,N/A,N/A,N/A
22955,19.933916643,-76.7183889484,22956,1,22954,1,41908,2,37662,2,N/A,N/A,N/A,N/A
22956,19.9354500864,-76.6875107261,22955,1,22957,2,37662,2,N/A,N/A,N/A,N/A,N/A,N/A
22957,19.9375315253,-76.6441908901,22958,3,22956,2,37662,3,N/A,N/A,N/A,N/A,N/A,N/A
22958,19.9403153574,-76.5832082828,22959,4,37242,11,22957,3,37662,6,N/A,N/A,N/A,N/A
22959,19.9439136588,-76.4975580972,22960,6,37242,14,22958,4,N/A,N/A,N/A,N/A,N/A,N/A
22960,19.9482955467,-76.3769993116,22959,6,41330,18,37242,20,22961,8,N/A,N/A,N/A,N/A
22961,19.9526204943,-76.220664918,22960,8,41330,11,22962,7,N/A,N/A,N/A,N/A,N/A,N/A
22962,19.9547960152,-76.0966654799,22961,7,41330,9,22963,4,N/A,N/A,N/A,N/A,N/A,N/A
22963,19.9555757155,-76.0084831844,41330,11,22962,4,41546,4,22964,3,N/A,N/A,N/A,N/A
22964,19.955702948,-75.9457534903,41546,2,22963,3,22965,2,N/A,N/A,N/A,N/A,N/A,N/A
22965,19.9555612839,-75.9010693792,41546,3,22964,2,22966,1,N/A,N/A,N/A,N/A,N/A,N/A
22966,19.9553371508,-75.8693226099,22967,1,42185,4,41546,4,22965,1,N/A,N/A,N/A,N/A
22967,19.955112609,-75.8467071412,22968,0,42185,3,22966,1,N/A,N/A,N/A,N/A,N/A,N/A
22968,19.9549206471,-75.8306330608,22967,0,42185,2,22969,0,N/A,N/A,N/A,N/A,N/A,N/A
22969,19.9547383519,-75.8168631935,22968,0,42185,2,22970,1,N/A,N/A,N/A,N/A,N/A,N/A
22970,19.9544718097,-75.7982427448,42185,2,22971,1,22969,1,N/A,N/A,N/A,N/A,N/A,N/A
22971,19.9540729768,-75.7720675875,42185,3,22970,1,22972,2,N/A,N/A,N/A,N/A,N/A,N/A
22972,19.953507134,-75.7352936488,42185,4,22971,2,22973,2,N/A,N/A,N/A,N/A,N/A,N/A
22973,19.9528258001,-75.6835801512,42185,7,36953,20,22972,2,22974,4,N/A,N/A,N/A,N/A
22974,19.9524904252,-75.6109239952,22975,5,36953,18,22973,4,N/A,N/A,N/A,N/A,N/A,N/A
22975,19.9546606542,-75.5091218814,22976,8,36953,18,22974,5,N/A,N/A,N/A,N/A,N/A,N/A
22976,19.9695963398,-75.3672668065,22975,8,36953,20,37469,24,2222,10,N/A,N/A,N/A,N/A
23392,19.0875075809,-69.2051791389,41025,32,23393,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23393,19.2664205647,-69.4437319155,40287,18,23392,17,41025,36,23394,12,N/A,N/A,N/A,N/A
23394,19.3817032205,-69.6242009711,40287,10,23393,12,23395,8,N/A,N/A,N/A,N/A,N/A,N/A
23395,19.4586188378,-69.7567583035,40287,12,23394,8,23396,6,N/A,N/A,N/A,N/A,N/A,N/A
23396,19.5108423785,-69.8532211314,40287,16,23395,6,43428,11,23397,4,N/A,N/A,N/A,N/A
23397,19.5470473511,-69.9239624666,23398,4,43428,9,23396,4,N/A,N/A,N/A,N/A,N/A,N/A
23398,19.583418218,-69.9990821361,23399,6,43428,9,23397,4,N/A,N/A,N/A,N/A,N/A,N/A
23399,19.6310884977,-70.1056254295,23400,9,41438,25,43428,13,23398,6,N/A,N/A,N/A,N/A
23400,19.6906847171,-70.2580838458,23399,9,23401,11,41438,20,N/A,N/A,N/A,N/A,N/A,N/A
23401,19.7492256583,-70.4463403517,23400,11,23402,8,38468,10,41438,20,N/A,N/A,N/A,N/A
23402,19.7824449048,-70.5902412436,23401,8,23403,5,38468,4,N/A,N/A,N/A,N/A,N/A,N/A
23403,19.8004660203,-70.694328383,23402,5,38468,6,23404,4,N/A,N/A,N/A,N/A,N/A,N/A
23404,19.8105277599,-70.7691119945,23403,4,23405,3,38621,10,38468,9,N/A,N/A,N/A,N/A
23405,19.8166824684,-70.8258177566,23404,3,38621,9,23406,3,N/A,N/A,N/A,N/A,N/A,N/A
23406,19.8226173696,-70.894714448,23407,5,38621,9,23405,3,N/A,N/A,N/A,N/A,N/A,N/A
23407,19.8284830496,-70.9914801427,23408,7,38621,11,23406,5,N/A,N/A,N/A,N/A,N/A,N/A
23408,19.8328590232,-71.1272087068,23407,7,23409,10,41868,25,38621,17,N/A,N/A,N/A,N/A
23409,19.8341330818,-71.3106491602,23408,10,23410,8,41868,18,N/A,N/A,N/A,N/A,N/A,N/A
23410,19.8335483248,-71.4654934295,23409,8,23411,6,41868,16,N/A,N/A,N/A,N/A,N/A,N/A
23411,19.8335040942,-71.5759954286,37960,6,23410,6,23412,4,41868,17,N/A,N/A,N/A,N/A
23412,19.8341695918,-71.6548381597,37960,3,23411,4,23413,3,N/A,N/A,N/A,N/A,N/A,N/A
23413,19.8351855927,-71.7111574468,37960,4,23412,3,23414,2,N/A,N/A,N/A,N/A,N/A,N/A
23414,19.8362576373,-71.7514740812,42471,7,37960,5,23415,2,23413,2,N/A,N/A,N/A,N/A
23415,19.8375888961,-71.7903512264,42471,6,23416,3,23414,2,N/A,N/A,N/A,N/A,N/A,N/A
23416,19.8397958885,-71.8440661182,42471,5,23415,3,23417,4,N/A,N/A,N/A,N/A,N/A,N/A
23417,19.8432347183,-71.9193820976,42471,6,23416,4,23418,5,N/A,N/A,N/A,N/A,N/A,N/A
23418,19.8476627206,-72.0248303695,42471,11,23417,5,40498,26,23419,8,N/A,N/A,N/A,N/A
23419,19.8497634937,-72.1727078933,40498,22,23420,11,23418,8,N/A,N/A,N/A,N/A,N/A,N/A
23420,19.831492684,-72.3776676748,40498,21,23419,11,23421,13,N/A,N/A,N/A,N/A,N/A,N/A
23421,19.7345647389,-72.5911748313,40498,31,23420,13,41341,25,23422,15,N/A,N/A,N/A,N/A
23422,19.5220141218,-72.7323935744,23423,13,41915,20,23421,15,41341,23,N/A,N/A,N/A,N/A
23423,19.3083654382,-72.8212131172,23424,9,41915,10,23422,13,N/A,N/A,N/A,N/A,N/A,N/A
23424,19.1584586025,-72.8907534371,23423,9,23425,7,41915,9,N/A,N/A,N/A,N/A,N/A,N/A
23425,19.0504387043,-72.9564983682,23424,7,41915,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23784,64.9751662825,-85.3215738058,23785,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23785,64.6409402193,-85.9207700767,23784,25,41281,59,23786,25,N/A,N/A,N/A,N/A,N/A,N/A
23786,64.2585737743,-86.3235202417,41281,42,23787,18,23785,25,N/A,N/A,N/A,N/A,N/A,N/A
23787,63.9618292884,-86.4619083889,40697,22,23786,18,41281,39,23788,14,N/A,N/A,N/A,N/A
23788,63.7163270929,-86.3986475289,40697,14,23787,14,23789,14,N/A,N/A,N/A,N/A,N/A,N/A
23789,63.5033723247,-86.1064543224,40697,23,23790,11,23788,14,37876,22,N/A,N/A,N/A,N/A
23790,63.4034881489,-85.7310657115,23791,10,38138,30,37876,25,23789,11,N/A,N/A,N/A,N/A
23791,63.3868071521,-85.3278024798,23792,12,38138,26,23790,10,N/A,N/A,N/A,N/A,N/A,N/A
23792,63.4519647521,-84.8843183029,23791,12,42545,25,38138,31,23793,13,N/A,N/A,N/A,N/A
23793,63.588294966,-84.4743421126,23792,13,42545,18,23794,10,N/A,N/A,N/A,N/A,N/A,N/A
23794,63.713489436,-84.226444838,42545,21,23795,8,23793,10,N/A,N/A,N/A,N/A,N/A,N/A
23795,63.828295844,-84.0518063929,42545,27,23794,8,23796,10,40197,33,N/A,N/A,N/A,N/A
23796,63.9908563146,-83.8605251569,23795,10,23797,15,40197,26,N/A,N/A,N/A,N/A,N/A,N/A
23797,64.2305741502,-83.662936309,23796,15,40197,26,23798,19,N/A,N/A,N/A,N/A,N/A,N/A
23798,64.5507819855,-83.5388114158,39784,35,2347,15,23797,19,40197,38,N/A,N/A,N/A,N/A
23984,23.4318502869,-43.1619831903,33409,214,26510,238,26479,232,27155,231,26875,222,N/A,N/A
23987,23.1867855626,-51.6419444178,31235,188,29797,193,33672,188,27468,203,26510,243,29777,200
24017,27.314353222,-75.9937197778,27103,74,27649,59,27395,64,31594,57,24971,67,27894,67
24024,23.6060862581,-76.0318888858,35812,62,27882,59,26478,64,24113,49,27158,58,42446,55
24038,59.8691979618,-82.3149797916,25343,42,32708,37,35301,41,31401,51,28181,57,28149,60
24086,25.4302159169,-72.4247642871,26475,86,35052,85,27696,75,28242,84,35286,90,28316,90
24088,39.4766556877,-70.1839687945,31206,48,31720,65,26222,66,27443,61,27196,58,31037,57
24093,58.6677413377,-82.987418268,25343,56,28320,58,32708,39,34341,54,24200,58,24692,57
24106,53.7103321062,-81.110039442,38631,53,40203,36,37423,55,42616,37,41207,31,42488,31
24112,50.9280959335,-51.2586034092,26657,76,27362,71,25809,47,26611,65,25205,66,31640,58
24113,23.805465803,-76.8964644661,24024,49,42446,43,28179,51,40900,54,27158,41,N/A,N/A
24114,58.3876909228,-57.7682049591,35071,53,34913,51,32770,53,28259,52,34568,72,24207,51
24122,54.5313697878,-50.0679756023,27304,63,27392,66,27014,55,27042,61,27102,59,N/A,N/A
24131,25.4996578733,-93.9528045168,27717,65,28230,56,28142,60,25135,64,27833,62,27514,57
24137,24.8072004468,-91.1661773939,30276,47,27205,66,31719,59,27761,59,28308,58,25241,78
24143,19.3052274501,-81.0149187483,25107,64,42294,56,42813,68,N/A,N/A,N/A,N/A,N/A,N/A
24158,25.7460494691,-85.3405535698,27937,50,27011,48,27270,55,31080,55,26928,48,27287,62
24164,59.4291326698,-86.2259588522,28320,51,27878,55,30791,53,26704,56,25364,63,30326,50
24165,24.3104594057,-95.1648422078,36772,62,33160,52,27580,58,27833,52,27514,66,32473,69
24187,60.9404119968,-56.8222433978,34783,61,25379,62,27943,68,34794,68,36557,47,28336,72
24196,27.301616585,-94.4445351656,27717,60,26987,55,35019,60,28364,47,25135,58,41140,56
24199,55.511185404,-81.1621432922,43360,46,38598,63,41704,57,37225,54,25254,67,34863,57
24200,58.099924632,-84.4840092997,28320,55,27878,60,32907,65,36628,69,24093,58,24692,55
24207,57.8085576953,-56.5544546831,32535,61,28371,52,27825,50,24114,51,28259,52,N/A,N/A
24209,58.8134036229,-47.8124409541,26591,66,42959,41,32994,58,43268,49,27081,57,24687,61
24221,60.6863086525,-89.2683329693,43118,54,35473,54,25364,58,26869,49,35037,58,36574,49
24242,63.8686174024,-57.9960385861,27895,37,27074,40,27907,37,27854,34,28254,36,N/A,N/A
24245,43.0820492778,-59.1929452915,29221,78,32965,74,28139,53,29842,61,31737,49,31518,47
24257,21.7237163296,-84.9397301308,25121,41,25355,67,25262,55,25296,55,33044,60,24315,56
24315,22.0053570931,-85.9133524066,24257,56,28327,68,25355,64,25227,51,25262,70,42635,73
24316,46.6883594481,-59.8837878576,42787,48,42727,38,35435,54,34318,60,27847,55,34739,50
24322,62.3883502651,-62.3656494976,27776,43,27752,48,26956,47,27508,45,27446,38,N/A,N/A
24323,48.5724044103,-63.0147180972,41917,48,38000,69,33341,58,34108,65,33597,65,40222,56
24407,30.4621851156,-44.1904389725,26304,209,29665,146,29285,166,32837,216,31052,142,26479,193
24417,38.567696659,-65.8766842772,29482,104,27851,85,27692,82,32497,76,25747,116,26871,102
24427,33.0380759656,-60.2749016254,26376,144,31113,160,33204,161,31386,154,36347,96,34812,127
24435,40.9795545721,-62.374933244,30047,72,31002,65,25796,66,27175,75,25804,64,30330,63
24441,25.4236597844,-69.7865724591,30250,65,30895,96,29232,89,28242,76,29813,77,35286,77
24447,25.7222675904,-77.3977334862,42593,47,26698,43,27395,58,27557,50,25130,64,31742,54
24448,35.8720876517,-69.6334058844,30970,94,30854,79,33355,72,31147,72,30572,93,28271,70
24453,38.6509566384,-61.1012821083,27175,76,34666,68,35022,88,34805,89,27191,68,26237,89
24510,36.5909462868,-58.9187995855,32320,101,26376,97,35627,115,35022,94,34805,110,30621,118
24517,21.4476006142,-93.2271082918,24544,50,25250,63,24620,54,28270,45,31637,56,33306,62
24526,30.6620728194,-74.9046964171,27184,73,34161,72,28051,66,30292,70,28218,78,24604,73
24544,20.6022099666,-93.1880850836,24517,50,28008,61,35530,67,28270,53,31637,57,43080,60
24548,23.1145951606,-73.5636276462,27562,56,26478,75,28273,47,26580,81,27319,54,26045,72
24564,23.6039307042,-78.6794127043,39648,55,28298,54,40900,55,36134,55,43082,57,28179,71
24604,31.8708600005,-74.7108590011,29259,59,24526,73,30416,49,28051,77,30292,68,26293,67
24614,26.7382705034,-90.9872761571,27749,59,42981,53,27786,55,27205,49,34902,51,28164,65
24620,22.3346541611,-93.3996848833,25250,59,24517,54,28262,72,30575,62,24630,55,33306,63
24626,20.4390780498,-73.2063653652,34256,43,35025,46,40498,51,41341,40,34622,51,N/A,N/A
24628,56.0513795656,-52.3247746271,30921,64,24682,66,27122,55,26520,68,27994,63,27102,60
24630,22.825494765,-92.5530941064,25241,69,33306,49,24620,55,28365,48,28262,67,N/A,N/A
24638,25.8175540056,-66.3358552314,33186,96,31243,112,33387,105,29232,99,31639,91,30610,94
24658,22.6198920044,-68.6768783034,25509,62,26950,66,26156,61,32558,60,26458,65,30236,57
24682,56.8296067599,-53.7698048571,30921,65,27122,51,28371,55,24628,66,25209,62,27710,63
24687,58.9890384202,-49.7658404549,32994,50,28293,57,24209,61,35067,61,43133,59,31614,65
24692,57.7196964557,-82.8891374024,42879,49,34341,46,27589,65,24200,55,36628,61,24093,57
24694,19.0529584999,-76.2666975552,34860,62,41330,45,36953,55,37242,48,N/A,N/A,N/A,N/A
24712,61.2126672237,-61.0003534555,28004,59,27943,54,27446,41,33302,53,27447,47,27768,68
24729,21.3028866943,-65.6059244382,32992,50,29858,72,29321,80,30866,73,28947,65,29269,72
24737,60.4816612534,-40.6572955047,42058,55,41666,51,43059,63,40599,60,N/A,N/A,N/A,N/A
24741,58.6605159444,-40.225458516,27465,55,30709,58,31254,63,31193,48,N/A,N/A,N/A,N/A
24749,60.1263840172,-52.2345955183,28293,59,27884,64,31696,55,34772,53,43133,55,25172,57
24751,29.4192822812,-92.5949609434,37152,44,11554,20,42915,49,11556,18,11557,21,11558,29
24767,63.2185582294,-88.1554961196,41281,56,24770,58,40697,41,37876,43,43350,52,36057,61
24770,62.3920982564,-87.0616092708,24767,58,43393,52,27741,64,37876,49,43350,50,38138,59
24784,58.315146592,-91.1408242403,27168,66,35490,62,40608,45,39470,55,31479,60,25240,57
24787,59.3717111591,-61.5551309623,28004,69,32935,61,34568,63,37464,59,36279,51,27768,55
24797,37.5792448092,-75.6564470078,40964,21,40327,45,37132,35,42991,40,41278,23,36068,36
24842,36.0808794414,-72.0145002656,26959,48,26720,68,30572,56,25967,56,27128,62,28271,69
24846,43.7792341384,-61.4771306026,36136,58,28139,64,26348,71,25486,55,39379,61,35703,58
24857,35.3712401719,-74.4148504345,34388,68,35982,64,41648,70,31028,75,29429,66,27128,66
24869,54.1837592247,-45.7097229453,26400,98,27042,92,27940,91,27658,94,26701,83,31123,81
24876,56.4841507602,-45.5255269516,27812,84,26600,65,26701,76,26738,72,31634,69,27940,65
24882,55.9821455752,-57.4798633424,42975,59,38282,60,35825,54,27825,62,27254,54,43387,46
24929,58.2340296672,-43.108289416,33184,50,31778,55,27465,54,26738,58,30709,53,31163,65
24961,27.1154978825,-86.612016694,31550,56,27273,58,27482,59,26954,48,27270,51,N/A,N/A
24966,22.2911598806,-60.5920604542,29379,97,30247,90,29256,106,30505,107,30955,95,29288,124
24971,28.404664497,-75.6535917292,27103,73,27649,73,31074,69,27184,67,24017,67,27773,72
24989,62.4663626798,-58.4231010012,34783,59,26956,62,27895,47,27447,57,27130,60,27803,47
25016,45.4964252562,-58.8736569466,42727,44,34318,60,27792,51,34420,54,27288,60,35544,46
25022,63.5660282043,-60.6783263247,27776,41,27201,36,28254,37,28083,49,27934,37,N/A,N/A
25028,23.5448186449,-84.730309645,28327,58,25262,54,25263,48,28114,58,28349,59,27998,65
25038,30.4265652432,-64.3995696415,35807,132,27877,163,25134,121,29744,127,36563,97,31386,132
25043,61.4399657164,-82.9249018377,35363,39,26951,64,31401,58,28144,71,28181,58,34842,48
25044,20.3718513965,-56.5205749659,30369,99,25798,143,26063,125,25808,126,30419,147,N/A,N/A
25045,27.4956190181,-84.3665719002,43392,41,31080,63,36846,67,35752,47,26519,71,27482,63
25059,25.2753853054,-87.514914486,31266,47,28228,62,27273,64,27287,59,25338,60,28196,54
25065,56.1109133626,-84.677882084,25254,58,42027,34,36080,32,36628,53,34871,47,35998,36
25076,22.3034285741,-95.1529479074,25250,56,42851,40,36810,52,30575,54,25328,54,27580,63
25087,25.2872617912,-74.8277964416,27882,61,25130,78,27696,58,26580,66,27894,69,28316,82
25091,54.4962729882,-58.0473744273,37151,69,38282,55,39626,47,39083,51,12249,55,12250,57
25107,19.6813844105,-82.0858675988,24143,64,27576,49,42427,55,42813,59,N/A,N/A,N/A,N/A
25110,19.8617029955,-84.7633414167,30399,50,35657,44,33044,57,28214,53,27256,58,N/A,N/A
25121,21.2730018626,-84.3692824702,30399,41,25296,49,24257,41,33044,54,31216,44,N/A,N/A
25130,25.3974312841,-76.2685521597,24447,64,25087,78,27882,74,27395,63,27158,60,26698,58
25133,52.4038722214,-49.6028789765,26400,78,30657,83,30787,48,27304,67,26611,63,31640,64
25134,28.6177235824,-65.4489815858,25887,134,27877,139,33387,109,25038,121,29744,151,31639,95
25135,26.3545093036,-94.6684752759,27514,59,24131,64,24196,58,27717,54,28364,44,36442,52
25145,26.1525588438,-82.3318349878,42018,26,37063,33,42665,46,40364,37,35665,49,38910,24
25172,59.4413667685,-53.5672201187,28293,62,28336,70,24749,57,31696,59,32535,74,30203,54
25205,51.4373234792,-52.8187314519,27362,58,43203,55,27472,59,27661,58,24112,66,26611,69
25209,57.8181904881,-53.1826240181,30921,62,24682,62,28371,66,32535,76,30203,49,31614,67
25216,38.2426259247,-71.9401779111,26720,63,34721,62,34830,66,27509,61,26456,55,27196,52
25217,62.1699684335,-52.1600300155,35745,64,42532,44,43110,46,36391,48,27884,62,38798,52
25223,61.7327485379,-67.0614701666,41098,56,34892,57,35282,53,34642,43,35189,56,43320,38
25227,22.7337744032,-86.4165185818,28327,47,24315,51,28035,46,37620,61,27813,52,N/A,N/A
25240,59.2734756858,-90.953502488,35464,63,24784,57,35473,44,35490,62,27168,51,N/A,N/A
25241,23.9511653935,-92.2568131882,28262,72,24137,78,28230,75,28365,68,27761,79,28308,66
25248,22.1454500757,-76.9237933403,35812,62,34118,46,42888,33,41613,30,42446,56,36207,27
25250,21.7941125727,-94.2935802212,42851,39,24517,63,34380,58,24620,59,30575,63,25076,56
25253,20.4531929999,-79.4665667697,36965,53,30728,49,35596,54,41169,52,40084,55,42294,54
25254,56.0344450412,-82.9311559523,42879,56,24199,67,41704,50,25065,58,34863,66,36080,44
25262,22.637581028,-84.8416738551,24257,55,25028,54,28327,54,25296,58,28114,59,24315,70
25263,24.3307266846,-84.5098901775,27937,46,27998,52,25028,48,28349,57,27390,59,N/A,N/A
25288,63.5196184862,-54.6713436291,35745,68,27907,53,37173,71,42513,47,28244,60,27349,68
25296,22.0338121248,-84.0100381503,24257,55,37763,53,22898,63,25121,49,25262,58,31216,61
25321,64.8573733502,-56.0824531545,27854,43,42513,41,27349,58,N/A,N/A,N/A,N/A,N/A,N/A
25328,21.5269754211,-95.6713713357,42851,38,36810,69,34380,57,34866,62,42003,58,25076,54
25332,24.1174494976,-88.5312225692,33432,46,28198,42,25338,45,28196,54,28126,60,N/A,N/A
25335,59.7096828594,-68.7496143327,12322,28,12323,21,12324,18,12325,21,12326,26,41162,42
25338,24.2880535091,-87.7204307747,25059,60,28196,60,25332,45,33432,54,28028,48,28228,59
25343,59.5510845678,-83.5862052813,28320,48,32708,39,24038,42,28181,59,30326,60,24093,56
25344,22.8192545238,-97.0404244645,39786,36,36810,57,42254,36,34866,65,38744,45,36658,49
25355,20.9410841621,-85.8171515056,24257,67,35657,53,42635,50,31730,61,33044,39,24315,64
25364,59.8996033905,-88.0911938286,27168,69,24164,63,30791,48,26704,63,35473,61,26869,57
25379,61.3131165101,-54.8145044448,34783,64,35745,65,43110,45,27884,59,36557,42,31696,59
25460,38.7072873456,-55.5640226762,32320,102,33665,93,33700,101,33317,100,34087,132,30540,99
25462,40.953205947,-44.3570259924,28928,127,32681,115,33549,106,32401,92,28909,112,33559,79
25480,45.5549323507,-44.3532019174,32899,87,32392,74,33514,90,34379,79,29464,104,32408,66
25481,39.3827941038,-49.2864043479,33377,74,28838,95,29448,100,28571,83,29881,97,28891,115
25486,43.9020069328,-62.7406561422,39906,44,36136,35,24846,55,43287,43,42869,37,35703,52
25497,40.555064911,-66.3584970536,26335,64,35471,70,29442,65,27851,70,31021,53,28911,74
25509,22.1280809837,-69.6659849408,31329,60,26950,72,28203,55,32558,55,24658,62,29944,67
25514,43.5266810879,-56.220050623,31072,67,28486,68,33292,45,29842,71,28595,71,31958,63
25567,43.3564282642,-66.1901857051,43011,53,35465,54,39792,48,28917,51,40086,38,42458,62
25589,33.6594210925,-76.0161416355,40034,67,29861,57,35208,67,29259,66,29429,62,29078,53
25618,20.1468600942,-67.3244141589,32881,49,29456,52,28721,60,36595,45,28947,53,34814,51
25635,20.0704354587,-69.5158523077,40287,31,41025,48,43428,30,29140,57,29944,58,41438,41
25676,48.0068128979,-49.0109958535,33705,67,32013,61,32431,66,32119,53,29403,55,32413,56
25722,36.0701112297,-45.3407829915,28928,170,29217,169,29285,175,29651,188,29461,186,28891,159
25747,36.6480333589,-65.5349533409,24417,116,29482,106,30935,113,31474,133,26871,108,30970,110
25796,40.8778894554,-60.9056228765,29221,74,27175,74,34666,77,24435,66,34552,59,30330,52
25798,22.7521989369,-56.6666311388,30369,126,31588,132,33672,136,30505,113,30419,135,25044,143
25804,41.6211905779,-63.5212482835,30047,68,28911,70,24435,64,34679,56,42424,56,29820,61
25808,19.6529218842,-54.4220034378,29777,130,30419,132,25044,126,N/A,N/A,N/A,N/A,N/A,N/A
25809,50.3419986316,-50.4226965983,26657,69,33136,62,24112,47,31640,64,29143,59,33144,48
25887,28.5765582647,-67.9912892711,33186,103,29512,137,25134,134,30895,122,29744,149,31639,109
25905,26.5221925292,-59.181390559,31588,134,29288,141,26734,185,30745,118,31278,143,27001,134
25927,23.6542644285,-63.824923684,29894,87,30955,103,29321,92,31243,101,31731,85,29271,103
25930,53.4951294979,-41.624411164,29386,115,31695,94,31123,76,26198,91,33560,88,N/A,N/A
25967,35.1353577451,-71.9545856409,28271,51,27128,58,24842,56,32615,62,31164,54,N/A,N/A
25983,34.1631433714,-56.0251324138,27153,179,31250,129,35627,112,31113,113,30621,122,N/A,N/A
25996,22.9315371795,-71.9044563383,26632,49,28273,44,31496,61,26475,66,27064,49,N/A,N/A
26008,19.3047088726,-61.911437051,29256,87,30249,74,29519,84,29558,71,N/A,N/A,N/A,N/A
26012,23.4739254778,-66.5926400598,29858,70,30780,63,30610,71,31731,70,29271,73,26458,87
26023,19.1005752062,-64.3465900919,28929,66,29669,70,29269,78,29558,66,N/A,N/A,N/A,N/A
26036,28.6164841588,-52.0565381398,31235,160,32837,228,29797,178,26734,218,27153,220,31058,226
26045,24.2234722844,-73.0579143287,24548,72,26475,55,27696,65,28273,73,26580,63,24086,80
26063,19.4259453991,-58.5092484355,30369,104,29379,111,29519,108,N/A,N/A,N/A,N/A,N/A,N/A
26087,55.8280955703,-42.0585662689,34146,68,27940,85,31634,63,26198,74,31703,69,33560,81
26156,21.9591820949,-67.8219247164,30780,56,32558,59,29456,60,24658,61,29466,64,30236,54
26196,37.1414682233,-73.6065614749,26720,67,34721,62,42991,61,26959,54,35153,62,34388,64
26198,54.7439300729,-43.125308794,27940,68,24869,96,26087,74,25930,91,31123,79,33560,91
26222,38.3960343421,-69.8728774609,30854,75,27443,61,26708,59,26456,66,24088,66,27196,58
26237,38.9493634472,-62.9637394984,24453,89,27175,76,29482,79,32497,64,27191,78,31002,61
26241,41.1266365842,-69.7758442447,30021,59,31206,65,31720,51,39049,46,35342,53,34799,39
26293,32.9144739089,-74.2163859556,29861,48,29259,54,34867,74,31028,75,34424,66,24604,67
26304,29.5606360599,-40.3084422482,29665,187,26479,229,24407,209,N/A,N/A,N/A,N/A,N/A,N/A
26326,21.1336743145,-71.6627079289,31329,65,26632,72,41868,62,40498,67,32695,57,27064,68
26329,21.1388625557,-63.3182870182,30247,76,30249,61,30866,55,29669,64,29894,67,N/A,N/A
26335,40.6760862681,-67.7697735784,29442,52,30084,54,30021,58,31021,45,35342,46,25497,64
26348,42.6158114287,-61.1736080451,29221,67,24846,71,35703,59,30330,55,29820,59,31518,44
26365,26.6319920905,-88.5388449076,31266,53,28164,72,27751,64,33704,43,27273,71,31408,72
26376,35.4503768918,-60.3491536543,24427,144,35022,107,31474,131,34812,126,30621,106,24510,97
26400,53.119388922,-47.7968698304,30657,88,27042,74,24869,98,27304,86,27658,85,25133,78
26451,26.1903469398,-63.1272414472,33387,97,26488,97,30745,94,31243,86,27877,111,N/A,N/A
26456,37.7103799558,-70.9763501351,25216,55,30854,54,30572,57,26222,66,27196,62,26720,65
26458,23.615091176,-68.1813219959,26950,79,30236,53,24658,65,29813,62,30610,72,26012,87
26475,24.0264386036,-72.0599522238,31496,68,25996,66,28273,68,28242,74,24086,86,26045,55
26478,23.2957135416,-74.915763747,27562,66,35812,69,27882,73,36660,61,26580,73,24024,64
26479,27.2589655417,-43.7871104914,26304,229,32837,223,26510,262,23984,232,24407,193,26875,188
26488,24.7530680022,-62.2845339526,25927,107,29288,125,30955,96,26451,97,30745,108,31243,116
26510,24.3279563709,-47.3881918896,32837,256,29797,187,27468,254,26479,262,23984,238,23987,243
26519,27.2640224651,-83.0608489003,11669,29,35752,68,40364,43,36846,51,35665,68,11667,31
26520,55.0038974373,-53.1124206274,36767,73,31296,74,27014,71,30922,61,27122,65,24628,68
